ts,asset,mid,bid,ask,spread_bp,depth1_bid,depth1_ask,imbalance,rv_5m,rv_30m,adv,turnover
2025-08-13 09:30:00,AAPL,179.2352843885074,179.18502228104424,179.28554649597058,5.60850589599554,9933,7967,0.19991949962198807,,,6143736,2823523.7670972073
2025-08-13 09:31:00,AAPL,178.8814131275331,178.82828953033356,178.93453672473265,5.939532371836748,10015,11714,-0.09877790762775135,0.001397448661176643,0.001397448661176643,6143736,2817949.173237174
2025-08-13 09:32:00,AAPL,178.64642812592788,178.60050026795392,178.69235598390185,5.141760566473799,7658,11634,-0.22427495551678062,0.0010059491281185543,0.0010059491281185543,6143736,2814247.414740194
2025-08-13 09:33:00,AAPL,178.6694043375279,178.6159217788865,178.7228868961693,5.986761845399212,4522,8533,-0.36469880575751445,0.0010247468708148007,0.0010247468708148007,6143736,2814609.362889811
2025-08-13 09:34:00,AAPL,178.6127695759355,178.56610528115058,178.6594338707204,5.225191333821738,9872,6634,0.10076456863958505,0.0009123721708273866,0.0009123721708273866,6143736,2813717.1859061015
2025-08-13 09:35:00,AAPL,178.609771673301,178.55963083016474,178.65991251643726,5.614568863340321,13767,10919,0.10952502576018162,0.0009091972434839651,0.0008618537343031367,6143736,2813669.959438563
2025-08-13 09:36:00,AAPL,178.45815586347743,178.42148615434667,178.4948255726082,4.109614262607935,4093,10898,-0.5038316292468885,0.0006008434271717556,0.000793185863433394,6143736,2811281.529928352
2025-08-13 09:37:00,AAPL,178.61391053511588,178.5722011359075,178.65561993432425,4.6703416417470995,13564,10196,0.1375083151677353,0.0006310642237479085,0.0009044068433443296,6143736,2813735.1596291554
2025-08-13 09:38:00,AAPL,178.75129815266416,178.70559265807051,178.7970036472578,5.113864354105279,7980,3874,0.2663706759972654,0.0007301118424022356,0.0009362198408897841,6143736,2815899.4500186057
2025-08-13 09:39:00,AAPL,178.76292542545792,178.70968401475096,178.81616683616488,5.95665019245402,9434,8673,0.003929222078133655,0.0006958348614563479,0.0008902109886306484,6143736,2816082.616414618
2025-08-13 09:40:00,AAPL,178.96083397744127,178.92162213138818,179.00004582349436,4.38217068859158,4984,10367,-0.3432298399452779,0.0007954346583728503,0.000940185803322889,6143736,2819200.303326228
2025-08-13 09:41:00,AAPL,179.04268674859733,178.9935427355212,179.09183076167346,5.489642047780037,10461,14400,-0.14013045169037924,0.0004034888980978741,0.0009128250556057002,6143736,2820489.7438822575
2025-08-13 09:42:00,AAPL,178.89280392255202,178.85260878105765,178.93299906404638,4.493768403537012,5188,9306,-0.26324396795221316,0.0007488940545074301,0.0008982418090914358,6143736,2818128.6143587795
2025-08-13 09:43:00,AAPL,178.95687831517856,178.9152930145217,178.99846361583542,4.64752191124194,6278,7112,-0.1283097367358532,0.0007076424342908686,0.0008735025349921493,6143736,2819137.989109184
2025-08-13 09:44:00,AAPL,178.7909072171222,178.73844250804513,178.84337192619927,5.868834147517204,11659,9669,0.13603886265080972,0.0008830451473673352,0.0008677482309538177,6143736,2816523.418314086
2025-08-13 09:45:00,AAPL,178.94240288677585,178.91656382152053,178.96824195203118,2.887975665742614,3606,5126,-0.21408296229228055,0.0008085332638783445,0.0008757031241250052,6143736,2818909.955235868
2025-08-13 09:46:00,AAPL,178.93382045414467,178.90317393105366,178.96446697723567,3.4254589784340483,8366,4088,0.3751469908001948,0.0007642378518661037,0.0008479979838117659,6143736,2818774.7547222176
2025-08-13 09:47:00,AAPL,178.90216079408,178.87301138619665,178.93131020196336,3.2586982464570515,10134,11137,-0.04768533517546106,0.000659471395542749,0.0008228839134676457,6143736,2818276.0147394305
2025-08-13 09:48:00,AAPL,178.7860167577885,178.76255349395845,178.80948002161855,2.624731425370866,4584,14834,-0.5966801227136806,0.0006802879593389429,0.0008094523929701198,6143736,2816446.378080586
2025-08-13 09:49:00,AAPL,178.99383333120994,178.9584255431894,179.02924111923048,3.956313730095574,6537,13152,-0.35178428717936994,0.0007524824968506371,0.0008392991958390116,6143736,2819720.1477306522
2025-08-13 09:50:00,AAPL,178.96764829153227,178.91723806913467,179.01805851392987,5.633445248773165,7122,10003,-0.14996538953913757,0.0006749675423522634,0.0008182288301653454,6143736,2819307.6503692954
2025-08-13 09:51:00,AAPL,178.8953550688362,178.85658370403348,178.93412643363894,4.334530070700675,10963,3483,0.5484386608276537,0.000703206620456339,0.000801657023816507,6143736,2818168.8029979267
2025-08-13 09:52:00,AAPL,178.83616319357031,178.79258841282106,178.87973797431957,4.8731509300038365,14720,14855,-0.011614060975348419,0.0007138307082983468,0.0007848850631972424,6143736,2817236.3433697764
2025-08-13 09:53:00,AAPL,178.925317441739,178.87103068921476,178.97960419426323,6.068090676090148,13034,8395,0.2930712815499688,0.0006653549089360394,0.0007771918808242407,6143736,2818640.80532882
2025-08-13 09:54:00,AAPL,178.9863219945721,178.92888595224255,179.04375803690166,6.417925312895998,5277,6475,-0.05156455675359053,0.00040571359674887713,0.0007652990064570005,6143736,2819601.820373447
2025-08-13 09:55:00,AAPL,179.05498809497624,179.0146106818299,179.09536550812257,4.510057337795404,3217,13709,-0.632707454726958,0.0004292071679191832,0.0007547669719480264,6143736,2820683.5290735303
2025-08-13 09:56:00,AAPL,179.1264227934819,179.06898178387414,179.18386380308968,6.413460249133217,3622,11956,-0.4974791449817691,0.0003343325292250075,0.0007448855540287019,6143736,2821808.8519680393
2025-08-13 09:57:00,AAPL,179.4806147424425,179.43877844823442,179.52245103665058,4.661929007555231,10148,11995,0.013277309177897503,0.0007044695546025822,0.0008227141826709737,6143736,2827388.4976801914
2025-08-13 09:58:00,AAPL,179.41360087127032,179.38057168142706,179.44663006111358,3.6819047923753,4875,6333,-0.03206142306576208,0.0008629305350185516,0.0008116862612885273,6143736,2826332.8168268073
2025-08-13 09:59:00,AAPL,179.32949271622215,179.2945384240252,179.3644470084191,3.8983316873879774,5775,14901,-0.5027813057068029,0.000979013505902006,0.00080284262453438,6143736,2825007.8468266455
2025-08-13 10:00:00,AAPL,179.1964636804754,179.1685777882475,179.22434957270332,3.112326175993896,13168,8434,0.1728197197777494,0.0011007366264978872,0.0008147448914289213,6143736,2822912.217913921
2025-08-13 10:01:00,AAPL,179.29676519844813,179.26452791742594,179.32900247947032,3.5959690612945567,13486,9376,0.2540202372983678,0.0011118196781877692,0.0007306145464013525,6143736,2824492.2847006484
2025-08-13 10:02:00,AAPL,179.480038497215,179.44333017346423,179.51674682096575,4.090518818484454,13068,12011,-0.010767236480637085,0.0007528165424242797,0.0007010552444695467,6143736,2827379.419991604
2025-08-13 10:03:00,AAPL,179.46160342337936,179.4127112796008,179.5104955671579,5.448758157275616,6043,10919,-0.35359315736023966,0.0007286475523982133,0.0007026280047025156,6143736,2827089.0091536897
2025-08-13 10:04:00,AAPL,179.32626141489575,179.2650422468592,179.3874805829323,6.827685755955115,10436,5067,0.32201036054881554,0.0007885533776166635,0.0007169908433077118,6143736,2824956.943590015
2025-08-13 10:05:00,AAPL,179.19405850582967,179.16600052411704,179.2221164875423,3.1315750027194547,10329,6629,0.23919744232593956,0.0007874790767887201,0.0007340498688152552,6143736,2822874.3287906973
2025-08-13 10:06:00,AAPL,179.29796445393666,179.2543722042992,179.34155670357413,4.862548191245012,5222,7334,-0.17332627050097787,0.0007911118032171947,0.0007158721813923267,6143736,2824511.17677531
2025-08-13 10:07:00,AAPL,179.41627846864074,179.38590843018017,179.44664850710132,3.385427311255144,9642,14370,-0.22942973024565871,0.0006836584509303753,0.0007095617996895227,6143736,2826374.9974713153
2025-08-13 10:08:00,AAPL,179.5024495211644,179.4582376512756,179.54666139105322,4.92604641404623,9303,11574,-0.1424906202122441,0.0007253376405886305,0.0007027954770595068,6143736,2827732.464644514
2025-08-13 10:09:00,AAPL,179.3972885165988,179.3594550702416,179.43512196295598,4.217839262791608,7753,7396,-0.012050941279254723,0.0006814858665035467,0.0007151270116752626,6143736,2826075.845543114
2025-08-13 10:10:00,AAPL,179.43382152820007,179.40917440221415,179.458468654186,2.7472107293940042,12019,11816,-0.03545859450196365,0.0005072101020587785,0.00069067642395741,6143736,2826651.356257379
2025-08-13 10:11:00,AAPL,179.4521131182613,179.40316472624676,179.50106151027586,5.455315199581302,11131,11862,0.08228935925544542,0.00047782814021846896,0.000687162928951701,6143736,2826939.5067711133
